question_id,approval_status,reviewer_notes,year,exam,question_number,question,option_a,option_b,option_c,option_d,correct_option,subject,quality_score,source_pdf,source_pages,topic,sub_topic,section_title,evidence_excerpt,explanation,takeaway
"ca-2025-53ed515301b7","pending","","2025","PT365 Current Affairs 2025","649","Which of the following statements is/are correct regarding the history of National Sports Awards in India?
1. The Arjuna Award was instituted more than two decades before the Dronacharya Award.
2. Anna Lumsden was the first woman to receive the Arjuna Award, while Renu Kohli was the first woman to receive the Dronacharya Award.
Select the correct answer using the code given below:","1 only","2 only","Both 1 and 2","Neither 1 nor 2","C","History","90","Indian Art & Culture Class 03.pdf","95,96","National Sports Awards","Arjuna and Dronacharya Awards","Arjuna and Dronacharya Awards","Arjuna Award was instituted in 1961... Hockey player Anna Lumsden was the first woman Arjuna Award winner. The Dronacharya Award, instituted in 1985... The first woman to win the Dronacharya award was athletics coach Renu Kohli in 2002.","Statement 1 is correct: The Arjuna Award was instituted in 1961 and the Dronacharya Award was instituted in 1985. The gap of 24 years is more than two decades. Statement 2 is correct: Hockey player Anna Lumsden was the first woman Arjuna Award winner, and athletics coach Renu Kohli was the first woman to win the Dronacharya Award (in 2002).","Understanding the timeline and pioneering female recipients of national sports awards is a common theme in competitive exams."
"ca-2025-5f156e084ad1","pending","","2025","PT365 Current Affairs 2025","650","With reference to the Arjuna Award, consider the following statements:
1. It was India's highest sporting honour prior to the introduction of the Khel Ratna.
2. It is awarded for consistent good performance over a period of two years.
3. PK Banerjee, a football Olympian, was among the first recipients of this award.
Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","C","History","88","Indian Art & Culture Class 03.pdf","95,96","National Sports Awards","Arjuna and Dronacharya Awards","Arjuna and Dronacharya Awards","Arjuna Award was instituted in 1961. It was India's highest sporting honour before the Khel Ratna came into being. It is awarded for consistent good performance over a period of four years. The first Arjuna awards was conferred upon India's football Olympian PK Banerjee who was among the 20 recipients of the Arjuna Award in its inaugural edition in 1961.","Statement 1 is correct: The Arjuna Award was instituted in 1961 and was India's highest sporting honour before the Khel Ratna was established. Statement 2 is incorrect: The award is given for consistent good performance over a period of four years, not two. Statement 3 is correct: PK Banerjee, a football Olympian, was among the 20 recipients of the Arjuna Award in its inaugural edition in 1961.","The Arjuna Award recognizes consistent performance over a four-year period and was the premier sports award before the Khel Ratna."
"ca-2025-c43a2051b469","pending","","2025","PT365 Current Affairs 2025","651","Consider the following statements regarding the Dronacharya Award:
1. It is awarded to coaches for producing medal winners at prestigious international events.
2. The award is given only for lifetime contributions to sports coaching.
3. OM Nambiar, the coach of PT Usha, was one of the inaugural recipients of this award.
Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","C","History","88","Indian Art & Culture Class 03.pdf","95,96","National Sports Awards","Arjuna and Dronacharya Awards","Arjuna and Dronacharya Awards","The Dronacharya Award, instituted in 1985, is India’s highest sports honour for coaches. It is awarded to individuals for producing medal winners at prestigious international events. This Award is given for both recent accomplishments and lifetime contributions. OM Nambiar, credited for moulding Indian sprint queen PT Usha’s career, were among the first Dronacharya Award winners in 1985.","Statement 1 is correct: The Dronacharya Award is India's highest sports honour for coaches, awarded for producing medal winners at international events. Statement 2 is incorrect: The award is given for both recent accomplishments and lifetime contributions. Statement 3 is correct: OM Nambiar, who coached PT Usha, was among the first recipients when the award was instituted in 1985.","The Dronacharya Award is the highest honour for coaches and recognizes both recent and lifetime achievements in producing international medalists."
"ca-2025-f431e38e03b7","pending","","2025","PT365 Current Affairs 2025","652","With reference to the Maulana Abul Kalam Azad (MAKA) Trophy, consider the following statements:
1. It is the oldest National Sports Award in India, instituted in the mid-1950s.
2. It is awarded to a university for top performance in inter-university tournaments over the last one year.
3. The award consists of a rolling trophy and a cash prize.
Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","D","History","88","Indian Art & Culture Class 03.pdf","97,98,99","National Sports Awards","Lifetime Achievement, MAKA and Protsahan","Lifetime Achievement, MAKA and Protsahan","The oldest National Sports Award in India, the Maulana Abul Kalam Azad Trophy or the MAKA Trophy was instituted in 1956–1957... It is given to an institution or university for top performance in inter-university tournaments over the last one year. The reward comprises a rolling MAKA Trophy that gets passed on to the winner each year, and a cash prize.","Statement 1 is correct: The MAKA Trophy was instituted in 1956–1957 and is the oldest National Sports Award in India. Statement 2 is correct: It is given to an institution or university for top performance in inter-university tournaments over the last one year. Statement 3 is correct: The reward comprises a rolling MAKA Trophy that gets passed on to the winner each year, and a cash prize.","The MAKA Trophy is India's oldest sports award, specifically targeting university-level excellence over a one-year evaluation period."
"ca-2025-507db8889445","pending","","2025","PT365 Current Affairs 2025","653","Consider the following statements regarding the Rashtriya Khel Protsahan Puraskar:
1. It is awarded to both corporate entities and individuals for sports promotion and development.
2. The evaluation of the role played by the nominees is based on their contribution over the preceding three years.
3. 'Sports for development' and 'Encouragement to sports through corporate social responsibility' are two of its award segments.
Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","D","History","85","Indian Art & Culture Class 03.pdf","97,98,99","National Sports Awards","Lifetime Achievement, MAKA and Protsahan","Lifetime Achievement, MAKA and Protsahan","Awarded to organisations or corporates (both private and public) and individuals for playing a role in the area of sports promotion and development over the last three years... Nominees are decided in four different segments: ... Encouragement to sports through corporate social responsibility ... Sports for development.","Statement 1 is correct: It is awarded to organisations or corporates (both private and public) and individuals. Statement 2 is correct: It recognizes roles in sports promotion and development over the last three years. Statement 3 is correct: The four segments include 'Encouragement to sports through corporate social responsibility' and 'Sports for development'.","The Rashtriya Khel Protsahan Puraskar is a multi-segment award focusing on long-term (3-year) sports development and corporate involvement."
"ca-2025-e6c8864817f3","pending","","2025","PT365 Current Affairs 2025","654","An American author publishes a distinguished, appropriately documented book on the history of the French Revolution. Under the Pulitzer Prize guidelines, for which category would this work most likely be eligible?","History","General Nonfiction","Biography","International Reporting","B","History","88","Indian Art & Culture Class 03.pdf","100,101,102","International Awards","Pulitzer Prize Overview and Categories","Pulitzer Prize Overview and Categories","History – for a distinguished and appropriately documented book on the history of the United States. General Nonfiction – for a distinguished and appropriately documented book of nonfiction by an American author that is not eligible for consideration in any other category.","The 'History' category of the Pulitzer Prize is strictly reserved for books on the history of the United States. Since the book in the prompt is about the French Revolution, it does not qualify for the History category. However, the 'General Nonfiction' category is for a distinguished book of nonfiction by an American author that is not eligible for consideration in any other category, making it the correct fit for historical works not focused on the U.S.","The Pulitzer Prize for History is geographically restricted to U.S. history; other historical works fall under General Nonfiction."
"ca-2025-e097f4a9d931","pending","","2025","PT365 Current Affairs 2025","655","Consider the following statements regarding the eligibility criteria for Pulitzer Prizes:
1. The 'History' category is restricted to books documenting the history of the United States.
2. The 'Music' category requires the composer to be an American and the work to have had its first performance or recording in the United States.
3. The 'Drama' category is open to playwrights of any nationality, provided the play deals with American life.
Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","A","History","87","Indian Art & Culture Class 03.pdf","100,101,102","International Awards","Pulitzer Prize Overview and Categories","Pulitzer Prize Overview and Categories","History – for a distinguished and appropriately documented book on the history of the United States... Drama – for a distinguished play by an American playwright... Pulitzer Prize for Music – for distinguished musical composition by an American that has had its first performance or recording in the United States during the year.","Statement 1 is correct: The History category is specifically for the history of the United States. Statement 2 is correct: The Music category requires the composition to be by an American and to have had its first performance or recording in the U.S. during the year. Statement 3 is incorrect: The Drama category specifically requires an American playwright, though it does prefer works dealing with American life.","Pulitzer categories for letters, drama, and music generally require American authorship/citizenship and often have specific geographic or thematic constraints."
"ca-2025-8405f61af021","pending","","2025","PT365 Current Affairs 2025","656","With reference to the Pulitzer Prize, consider the following statements:
1. It is an annual award administered by Columbia University to recognize excellence in journalism, letters, and music.
2. The prize was established by Joseph Pulitzer and was first awarded in 1917.
3. While most category winners receive a cash prize, the award for Public Service consists of a gold medal.
Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","D","History","85","Indian Art & Culture Class 03.pdf","100,101,102","International Awards","Pulitzer Prize Overview and Categories","Pulitzer Prize Overview and Categories","The Annual Pulitzer Prize is an esteemed set of awards presented annually by Columbia University in New York City... It recognizes outstanding achievements in journalism, letters, and music. It was first awarded in 1917... Each winner receives a certificate and $15,000 in cash, except in the Public Service category, where a gold medal is awarded.","Statement 1 is correct: The Pulitzer Prize is an esteemed set of awards presented annually by Columbia University in New York City for achievements in journalism, letters, and music. Statement 2 is correct: It was established by Joseph Pulitzer and first awarded in 1917. Statement 3 is correct: Each winner receives a certificate and $15,000 in cash, except in the Public Service category, where a gold medal is awarded.","The Pulitzer Prize is a century-old institution administered by Columbia University, with a unique gold medal distinction for the Public Service category."
"ca-2025-fc95323ebe5c","pending","","2025","PT365 Current Affairs 2025","657","1. Adnan Abidi
2. Sanna Irshad Mattoo
3. Amit Dave
4. Mukhtar Khan
Consider the following names:","Only one","Only two","Only three","All four","D","History","85","Indian Art & Culture Class 03.pdf","103,104","International Awards","Indian Pulitzer Winners","Indian Pulitzer Winners","...and photojournalists Danish Siddiqui, Adnan Abidi, Sanna Irshad Mattoo, Amit Dave, Dar Yasin, and Mukhtar Khan","The source identifies Danish Siddiqui, Adnan Abidi, Sanna Irshad Mattoo, Amit Dave, Dar Yasin, and Mukhtar Khan as Indian photojournalists who have won the Pulitzer Prize.","Recent Indian Pulitzer wins have been heavily concentrated in the field of photojournalism."
"ca-2025-7ec38f28482c","pending","","2025","PT365 Current Affairs 2025","658","With reference to the Ramon Magsaysay Award, consider the following statements: 1. It was established to honor the memory of the seventh President of the Philippines. 2. The award is presented annually by the Ramon Magsaysay Award Foundation. 3. It was established by the trustees of the Rockefeller Brothers Fund with the concurrence of the Philippine government. Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","D","History","88","Indian Art & Culture Class 03.pdf","105,106,107","International Awards","Ramon Magsaysay Award Overview","Ramon Magsaysay Award Overview","It celebrates the memory and leadership example of the seventh Philippine president, Ramon Magsaysay. The prize was established in April 1957 by the trustees of the Rockefeller Brothers Fund based in New York City with the concurrence of the Philippine government.","All three statements are correct. The award was established in 1957 to commemorate Ramon Magsaysay, the 7th President of the Philippines. It is presented annually by the Ramon Magsaysay Award Foundation and was initiated by the Rockefeller Brothers Fund with the Philippine government's approval.","The Ramon Magsaysay Award is an international honor established through a partnership between the Rockefeller Brothers Fund and the Philippine government."
"ca-2025-1f3393fe707b","pending","","2025","PT365 Current Affairs 2025","659","Consider the following statements regarding the Ramon Magsaysay Award: 1. Acharya Vinoba Bhave was the first Indian individual to be honored with this award. 2. 'Educate Girls' is the first Indian organisation to receive this recognition. Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2","C","History","85","Indian Art & Culture Class 03.pdf","105,106,107","International Awards","Ramon Magsaysay Award Overview","Ramon Magsaysay Award Overview","Educate Girls NGO becomes first Indian organisation to win Ramon Magsaysay Award in 2025. Acharya Vinoba Bhave was the first Indian to receive the Ramon Magsaysay Award.","Statement 1 is correct as Acharya Vinoba Bhave was the first Indian recipient of the award in 1958. Statement 2 is correct as the NGO 'Educate Girls' is identified as the first Indian organisation to win the award in 2025.","India's association with the Magsaysay Award spans from its inception with individual recipients to recent organizational recognition."
"ca-2025-cead5acb4bea","pending","","2025","PT365 Current Affairs 2025","660","Regarding the 'Educate Girls' NGO, which was recently in the news, consider the following statements:
1. It is the first Indian organization to be conferred the Ramon Magsaysay Award.
2. It utilizes the Development Impact Bond (D.I.B.) model to improve learning outcomes for girls in rural India.
3. It was founded by Safeena Husain to address cultural barriers and gender stereotypes in education.

Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","D","History","92","Indian Art & Culture Class 03.pdf","108,109","International Awards","Magsaysay Award NGO Impact and Indian List","Magsaysay Award NGO Impact and Indian List","Educate Girls NGO won the Ramon Magsaysay Award in 2025, becoming the first Indian organization to receive this prestigious honor... Founder: Safeena Husain... Focus: Learning Outcomes, D.I.B. Model.","Statement 1 is correct: Educate Girls won the award in 2025, becoming the first Indian organization to receive this honor. Statement 2 is correct: Its operational focus includes the D.I.B. (Development Impact Bond) model. Statement 3 is correct: It was founded by Safeena Husain to break cultural barriers and educate girls in rural and disadvantaged areas.","Educate Girls (2025) is the first Indian NGO to win the Magsaysay Award, recognized for its innovative D.I.B. model in rural education."
"ca-2025-c7d50d01b731","pending","","2025","PT365 Current Affairs 2025","661","With reference to the Ramon Magsaysay Award, consider the following statements:
1. It was established in 1957 to honor the legacy of a former President of the Philippines.
2. The award is conferred upon individuals only, excluding organizations from its purview.
3. It is traditionally announced on August 31st and the ceremony is held in Manila.

How many of the above statements are correct?","Only one","Only two","All three","None","B","History","88","Indian Art & Culture Class 03.pdf","108,109","International Awards","Magsaysay Award NGO Impact and Indian List","Magsaysay Award NGO Impact and Indian List","The Ramon Magsaysay Award, established in 1957... Named after Philippine President Ramon Magsaysay... recognition of individuals and organizations in Asia... announced on Magsaysay's birthday, August 31st, with a formal ceremony in Manila.","Statement 1 is correct: The award was established in 1957 and named after Philippine President Ramon Magsaysay. Statement 2 is incorrect: The award recognizes both individuals and organizations in Asia who demonstrate impactful leadership. Statement 3 is correct: The award is announced on Magsaysay's birthday (August 31st) with a formal ceremony in Manila.","The Ramon Magsaysay Award, often called 'Asia's Nobel Prize', recognizes both individuals and organizations for selfless service and leadership."
"ca-2025-65c39e00f4fd","pending","","2025","PT365 Current Affairs 2025","662","Consider the following statements regarding Indian recipients of the Ramon Magsaysay Award:
1. Acharya Vinoba Bhave was the first Indian to receive the award, recognized for Community Leadership.
2. Verghese Kurien received the award for his contributions to the White Revolution.
3. Aruna Roy and J.R.D. Tata have been recognized under the Public Service and Governance category.

How many of the above statements are correct?","Only two","Only one","All three","None","C","History","87","Indian Art & Culture Class 03.pdf","108,109","International Awards","Magsaysay Award NGO Impact and Indian List","Magsaysay Award NGO Impact and Indian List","Acharya Vinoba Bhave was the first Indian... in 1958 for Community Leadership. Verghese Kurien (1963) - White Revolution. Others: JRD Tata, Aruna Roy (under Public Service / Governance).","Statement 1 is correct: Vinoba Bhave was the first Indian recipient (1958) for Community Leadership. Statement 2 is correct: Verghese Kurien (1963) was recognized for his role in the White Revolution. Statement 3 is correct: Both Aruna Roy and J.R.D. Tata are listed as recipients under the Public Service/Governance category.","The Magsaysay Award has recognized diverse Indian leaders, from grassroots activists to industrial icons."
"ca-2025-777f83b7045f","pending","","2025","PT365 Current Affairs 2025","663","Consider the following pairs of Ramon Magsaysay Award recipients and their associated fields:
1. Vinoba Bhave : Bhoodan Movement
2. M.S. Subbulakshmi : Music and Charity
3. Ela Bhatt : Self Employed Women's Association (SEWA)
4. Ravish Kumar : Media Ethics

How many of the above pairs are correctly matched?","Only one pair","Only two pairs","Only three pairs","All four pairs","D","History","85","Indian Art & Culture Class 03.pdf","108,109","International Awards","Magsaysay Award NGO Impact and Indian List","Magsaysay Award NGO Impact and Indian List","Vinoba Bhave (1958) - Bhoodan Movement; M.S. Subbulakshmi (1974) - Music & Charity; Ela Bhatt (1977) - SEWA; Ravish Kumar (2019) - Media Ethics.","All four pairs are correctly matched. Vinoba Bhave (1958) was the first Indian recipient, known for the Bhoodan Movement. M.S. Subbulakshmi (1974) was recognized for Music & Charity. Ela Bhatt (1977) founded SEWA. Ravish Kumar (2019) is the latest individual recipient, recognized for Media Ethics.","Indian Magsaysay laureates represent a wide spectrum of social, cultural, and journalistic excellence."
"ca-2025-2a6e7bae5964","pending","","2025","PT365 Current Affairs 2025","664","Dadasaheb Phalke Award and 71st Winners
In the context of the National Film Awards, which of the following best distinguishes the Dadasaheb Phalke Award from other categories such as 'Best Feature Film'?","It is the only award in the ceremony that carries a 'Swarna Kamal' (Golden Lotus).","It is awarded for a lifetime's outstanding contribution to the growth of Indian cinema rather than for a specific film.","It is the only award in the National Film Awards category presented by the President of India.","It is the only award that includes a cash prize along with a certificate.","B","History","88","Indian Art & Culture Class 03.pdf","112,113","Awards and Honours","Dadasaheb Phalke Award and 71st Winners","Dadasaheb Phalke Award and 71st Winners","It is awarded for “its outstanding contribution to the growth and development of Indian cinema.","The Dadasaheb Phalke Award is India's highest award in cinema, given for 'outstanding contribution to the growth and development of Indian cinema' as a whole (lifetime achievement), whereas categories like 'Best Feature Film' or 'Best Actor' recognize excellence in specific works produced in a particular year. Other National Film Awards also carry the Swarna Kamal and cash prizes, and the President of India presents the National Film Awards in their entirety.","The Dadasaheb Phalke Award is a lifetime achievement honor, distinct from annual competitive categories."
"ca-2025-b5ddebc0ccec","pending","","2025","PT365 Current Affairs 2025","665","Dadasaheb Phalke Award and 71st Winners
With reference to the Dadasaheb Phalke Award, consider the following statements:
1. It was instituted by the Government of India in 1969 to commemorate the contribution of the filmmaker who directed 'Raja Harishchandra'.
2. Devika Rani Roerich was the first recipient of this award.
3. The award is presented by the President of India and recently included a cash prize of Rs 10 lakh.
Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","D","History","85","Indian Art & Culture Class 03.pdf","112,113","Awards and Honours","Dadasaheb Phalke Award and 71st Winners","Dadasaheb Phalke Award and 71st Winners","The award was instituted by the government in 1969... The first recipient of the award was Devika Rani Roerich in 1969... The President of India presents the award... cash prize of Rs 10 lakh.","Statement 1 is correct: The award was instituted in 1969 and named after Dadasaheb Phalke, who directed India's first film 'Raja Harishchandra' (1913). Statement 2 is correct: Devika Rani Roerich was the first recipient in 1969. Statement 3 is correct: The President of India presents the award, which includes a cash prize of Rs 10 lakh.","The Dadasaheb Phalke Award was established in 1969, first won by Devika Rani, and is presented by the President."
"ca-2025-7bec51c427a6","pending","","2025","PT365 Current Affairs 2025","666","Consider the following statements regarding the Booker Prize and the International Booker Prize:
1. The Booker Prize is awarded for fiction originally written in English, whereas the International Booker Prize is for works translated into English.
2. Both prizes require the work to be published in the United Kingdom or Ireland.
3. The International Booker Prize is awarded for both novels and short story collections.
Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","D","History","92","Indian Art & Culture Class 03.pdf","114,115","Literary Awards","Booker and International Booker Overview","Booker and International Booker Overview","Note: Booker Prize is given for fiction books written in English only whereas International Booker Prize is awarded for books translated into English. Both require publication in the UK or Ireland. Genres: Novels and short story collections.","According to the text, the Booker Prize is given for fiction books written in English only, whereas the International Booker Prize is awarded for books translated into English. Both prizes require publication in the UK or Ireland. The International Booker Prize specifically includes both novels and short story collections in its eligible genres.","The primary distinction between the two prizes lies in the original language of the work, though both share the same geographical publication requirement."
"ca-2025-1bc2b56b88a1","pending","","2025","PT365 Current Affairs 2025","667","With reference to the International Booker Prize, consider the following statements:
1. Banu Mushtaq recently won the prize for her Kannada short story collection 'Heart Lamp'.
2. This marks the first time the prize has been awarded to a work originally written in the Kannada language.
3. The prize was originally launched as the Man Booker International Prize in 2005.
Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","D","History","90","Indian Art & Culture Class 03.pdf","114,115","Literary Awards","Booker and International Booker Overview","Booker and International Booker Overview","Banu Mushtaq wins International Booker Prize for Kannada short story collection 'Heart Lamp'. Launched as Man Booker International Prize in 2005. Ist time to a collection of short stories & a Kannada language work.","Banu Mushtaq won the International Booker Prize for 'Heart Lamp', which is a Kannada short story collection. The text notes this is the first time the prize has been awarded to a Kannada language work and a collection of short stories. The prize was launched as the Man Booker International Prize in 2005.","Recent Indian achievements in international literary awards, especially in regional languages, are significant for current affairs."
"ca-2025-0d54c230e821","pending","","2025","PT365 Current Affairs 2025","668","With reference to Indian winners of the Booker Prize, consider the following pairs:
1. Arundhati Roy : The God of Small Things
2. Kiran Desai : The Inheritance of Loss
3. Aravind Adiga : The White Tiger
How many of the pairs given above are correctly matched?","Only one","Only two","All three","None","C","History","88","Indian Art & Culture Class 03.pdf","114,115","Literary Awards","Booker and International Booker Overview","Booker and International Booker Overview","Indian Winners of the Booker Prize: 1997: Arundhati Roy - The God of Small Things; 2006: Kiran Desai - The Inheritance of Loss; 2008: Aravind Adiga - The White Tiger.","All three authors are correctly matched with their Booker Prize-winning works as listed in the text: Arundhati Roy won in 1997 for 'The God of Small Things', Kiran Desai in 2006 for 'The Inheritance of Loss', and Aravind Adiga in 2008 for 'The White Tiger'.","Recognizing the specific works of Indian Booker Prize winners is essential for literary history questions."
"ca-2025-290f2a91dc43","pending","","2025","PT365 Current Affairs 2025","669","Regarding the administration and eligibility of the Booker Prize, consider the following statements:
1. Since its inception in 1969, the prize has been continuously presented by the Man Group.
2. The prize is open to English-language novels from any country, provided they are published in Britain and Ireland.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2","B","History","85","Indian Art & Culture Class 03.pdf","114,115","Literary Awards","Booker and International Booker Overview","Booker and International Booker Overview","Presented by: Booker, McConnell Ltd (1969–2001); Man Group (2002–2019); Crankstart (2019 onwards). Founded in 1969, the Booker Prize is open to English-language novels from any country that have been published in Britain and Ireland.","Statement 1 is incorrect because the prize has had multiple presenters: Booker, McConnell Ltd (1969–2001), Man Group (2002–2019), and Crankstart (2019 onwards). Statement 2 is correct as the prize is open to English-language novels from any country published in Britain and Ireland.","The Booker Prize has seen changes in sponsorship over its history, but its core focus on English-language fiction published in the UK/Ireland remains."
"ca-2025-f9d92fa36770","pending","","2025","PT365 Current Affairs 2025","670","Which of the following features distinguishes the Booker Prize (formerly Man Booker Prize) from the International Booker Prize?

1. The Booker Prize is awarded for novels originally written in English, whereas the International Booker Prize is for translated fiction.
2. The Booker Prize is restricted to authors of Commonwealth nations, while the International Booker Prize is open to any nationality.
3. Both prizes require the work to be published in the United Kingdom or Ireland.

Select the correct answer using the code given below:","1 only","1 and 2 only","2 and 3 only","1 and 3 only","A","History","92","Indian Art & Culture Class 03.pdf","116,117","Literary Awards","International Booker 2022 and Comparison","International Booker 2022 and Comparison","Booker Prize: For Best Novel in English. Originally written in English. Authors of ANY Nationality. Published in UK/Ireland. International Booker Prize: For Best Translated Fiction. ANY Language, Translated to English. Published in UK/Ireland.","Statement 1 is correct: The Booker Prize is for the best novel originally written in English, while the International Booker Prize is for translated fiction. Statement 2 is incorrect: According to the text, the Booker Prize is open to authors of ANY nationality. Statement 3 is incorrect as a distinguishing feature: Both prizes actually share this requirement (publication in UK/Ireland), so it does not distinguish one from the other. The question asks for features that distinguish them.","The primary distinction between the two prizes is the language of the original work and the distribution of prize money, not the publication location or author nationality."
"ca-2025-448091c4979a","pending","","2025","PT365 Current Affairs 2025","671","Consider the following Indian authors:

1. Arundhati Roy
2. Salman Rushdie
3. Aravind Adiga
4. Geetanjali Shree

How many of the above authors have won the Booker Prize (formerly Man Booker Prize) for a novel originally written in English?","Only one","Only two","Only three","All four","C","History","90","Indian Art & Culture Class 03.pdf","116,117","Literary Awards","International Booker 2022 and Comparison","International Booker 2022 and Comparison","Indian Winners (Booker Prize): Arundhati Roy - ""The God of Small Things"" (1997); Aravind Adiga - ""The White Tiger"" (2008); Salman Rushdie - ""Midnight's Children"" (1981). Indian Connection (International Booker Prize): Geetanjali Shree - ""Tomb of Sand"" (2022).","According to the text, Arundhati Roy (1997), Aravind Adiga (2008), and Salman Rushdie (1981) are winners of the Booker Prize, which is awarded for novels originally written in English. Geetanjali Shree won the International Booker Prize (2022), which is specifically for translated fiction. Therefore, only three of the listed authors won the Booker Prize for an original English work.","It is essential to distinguish between Indian winners of the original Booker Prize (English) and the International Booker Prize (Translated)."
"ca-2025-d97da6dd8e4b","pending","","2025","PT365 Current Affairs 2025","672","With reference to the International Booker Prize, consider the following statements:

1. It was introduced in 2004 to complement the Booker Prize, which was then known as the Man Booker Prize.
2. Since its inception in 2005, the award has been given annually to a single work of fiction.
3. The prize money is shared equally between the author and the translator of the winning work.

Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","C","History","88","Indian Art & Culture Class 03.pdf","116,117","Literary Awards","International Booker 2022 and Comparison","International Booker 2022 and Comparison","The introduction of the International Prize to complement the Man Booker Prize... was announced in June 2004. Since 2016, the award has been given annually... shared equally between author and translator.","Statement 1 is correct: The introduction of the International Prize to complement the Man Booker Prize was announced in June 2004. Statement 2 is incorrect: While it started in 2005, it has been awarded annually only since 2016. Statement 3 is correct: The £50,000 prize for the winning title is shared equally between the author and the translator.","The International Booker Prize became an annual award in 2016 and uniquely recognizes the collaborative effort of authors and translators."
"ca-2025-ea1e5e81c3c2","pending","","2025","PT365 Current Affairs 2025","673","Regarding the 2022 International Booker Prize winner, consider the following statements:

1. Geetanjali Shree's 'Tomb of Sand' was the first Hindi novel to win the award.
2. The work was originally written in Hindi under the title 'Ret Samadhi'.
3. The translator, Daisy Rockwell, is an Indian citizen based in the United States.

Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","A","History","85","Indian Art & Culture Class 03.pdf","116,117","Literary Awards","International Booker 2022 and Comparison","International Booker 2022 and Comparison","2022 Winner Details: Author: Geetanjali Shree; Country: India; Translator: Daisy Rockwell; Translator Country: United States; Work: Tomb of Sand (रेत समाधि); Original Language: Hindi. ... 1st Hindi Novel to Win!","Statement 1 is correct: Geetanjali Shree's 'Tomb of Sand' was the first Hindi novel to win the International Booker Prize. Statement 2 is correct: The original Hindi title is 'Ret Samadhi'. Statement 3 is incorrect: While Daisy Rockwell is from the United States, the text does not state she is an Indian citizen; she is listed under 'Translator Country: United States'.","Geetanjali Shree's win for 'Tomb of Sand' marked a historic milestone for Hindi literature on the global stage."
"ca-2025-cbb46cff8582","pending","","2025","PT365 Current Affairs 2025","674","Regarding the 'Hoyle–Narlikar theory' associated with the 2025 Vigyan Ratna awardee, consider the following statements:
1. It was co-developed by Prof. Jayant Vishnu Narlikar as an alternative to Einstein’s general relativity.
2. It provides a theoretical framework that serves as a counterpoint to the widely accepted Big Bang model.
3. Prof. Jayant Vishnu Narlikar was awarded the Vigyan Ratna posthumously in 2025.
Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","D","Science","92","Indian Art & Culture Class 03.pdf","118","Awards and Honours","Rashtriya Vigyan Puraskar","Rashtriya Vigyan Puraskar","Prof. Jayant Vishnu Narlikar (Physics) was awarded Vigyan Ratna (VR) Posthumously. He co-developed Hoyle–Narlikar theory of gravity – an alternative to Einstein’s general relativity and a counterpoint to the widely accepted Big Bang model.","All statements are correct based on the source text. Prof. Jayant Vishnu Narlikar was awarded the Vigyan Ratna posthumously. He is known for co-developing the Hoyle–Narlikar theory of gravity, which is an alternative to Einstein’s general relativity and a counterpoint to the Big Bang model.","The Hoyle-Narlikar theory is a significant Indian contribution to cosmology that challenges the standard Big Bang paradigm."
